"Review","Nama Tempat","Rating","Reviewer","Tanggal","ISO_Tanggal"
"Pantainya bersih dan sunyi dibanding pantai Klayar dan ombaknya jg lebih agak tenang, kami menginap 2hr dipantai Klayar hr pertama full di pantai klayar dan hr ke 2 kita full trip ke sungai maron dan pantai Kasap, next pantai2 dipacitan mau kita singahi lg bila ada waktu liburan bersama keluarga kecilku","Kasap Beach","5.0","Deden","3 bulan lalu","2026-02-02T06:27:14Z"
"Raja ampat versi mini sekali di jawa timur wkwkkwk kerenn betulll tempatnyaa!! track atau jalannya juga oke banget udah paving, sunset disini cakep banget sih, terus ada penginapan dan ada warung warung jadi aman aja kalau gabawa bekel wkwk bener bener nyamann kalo mau sekedar bengong ajaa di pinggir pantainya 🤏🏻","Kasap Beach","5.0","Rheza Jihan","3 bulan lalu","2026-02-18T07:04:12Z"
"tempatnya bagus bgt. indah sekaliii ma sya allah, aku happy bgt bisa jalan2 ke Pacitan. wlpn pegel jg dari Jogja ke Pacitan 😆 tp rasa capek selama perjalanan bs terbayarkan oleh pemandangan yg indah.","Kasap Beach","5.0","Ria Herlina Putri","3 bulan lalu","2026-02-16T14:58:24Z"
"Kesini pada libur nasional 25/12/2025 pantai gak begitu ramai cocok untuk saya yg gak begitu suka dengan wisata yang terlalu ramaiii, hanya saja pas kesana cuaca mendung mungkin kalau pas cuaca cerah akan tambah bagus viewnya, next time kalo ada waktu akan kesana lagi☺️","Kasap Beach","5.0","ninda syafaatulasifah","4 bulan lalu","2025-12-27T03:35:32Z"
"Update 28 Desember 2025
Kunjungan kedua bareng teman - teman, setelah perjalanan panjang dari Malang. Suasananya lebih ramai dan ombak besar karena pas jam air laut pasang (sekitar pukul 10-12 siang waktu setempat).
Namun, kami mengeksplor satu pantai tersembunyi yaitu Pantai Bercak yang berada di balik punggungan bukit kapur khas pantai selatan Jawa.
18 Oktober 2025
Kunjungan pertama juga sekaligus tadi ke Pantai Watukarung. Ini parkiran sekalian wisata perahuan Kali Cokel (sayang saya tidak sempat coba). Jalan kaki sekitar 10 menit melewati warung makan, tambak ikan, dan toilet. Pantainya tipikal pantai selatan Jawa yang ombak besar namun berpasir putih dan berbatu karang kapur. Saya hobi berenang atau menyelam dangkal (snorkeling), menemukan ceruk sedalam sekitar 2 meter yang cukuplah untuk berenang singkat sambil semi snorkeling melihat keindahan dasar laut .","Kasap Beach","5.0","Fauzan Rifqi Nugroho","Diedit 4 bulan lalu","2025-10-19T02:31:52Z"
"View pantai pasir putih cakep bangett, ini aku cuman sampe bawah ini, kalau mau jalan agak naik terus, di atas bisa lihat view kaya raja ampat, pasti tambah cakep lagi besstt","Kasap Beach","5.0","ItsnaAulia","6 bulan lalu","2025-11-07T05:19:41Z"
"Main ke kasap dapat bonus pantai bercak tinggal naik bukit dikit aja, wooosshhh kalau weekday udah kayak private beach","Kasap Beach","5.0","Anisa Leesta","3 bulan lalu","2026-01-28T04:25:47Z"
"Naik perahu dari kali cokel sampai ke laut pantai Kasap. Ombaknya besar. Terima kasih buat bapak supir perahu yang ramah dan membantu mengambilkan photo dan video. Pokoknya wajib bagi wisatawan yang ke Pringkuku Watukarung untuk ke kali cokel.","Kasap Beach","5.0","Edwin Herry Leksmana SA","3 bulan lalu","2026-02-17T12:14:46Z"
"Ini pantainya cakep pwolll, padahal kesana pas weekend tapi sepi. Emang Raja Ampat kw view nya gakalah cakeppp","Kasap Beach","5.0","Rina Pebi","4 bulan lalu","2026-01-22T07:59:49Z"
"Teluk yang indah, serta ombak yang menarik, ada berbagai spot foto yang indah dari atas bukit","Kasap Beach","5.0","Mahogra Daniswara","4 bulan lalu","2026-01-06T05:13:09Z"
"Datang kesini saat longweekend 5 september 2025, akses cukup mudah ditempuh menggunakan kendaraan roda 4, viewnya mantap, tiket masuk jadi satu dengan pantai watukarung, sangat disayangkan masih banyak punglinya, parkir menginap (camp) 40 ribu","Kasap Beach","4.0","Hananda Rizki","8 bulan lalu","2025-09-06T13:14:44Z"
"tiket 15k dpt sekalian sma watu karung, pantainya cukup bersih, kesini weekend tpi terbilang sepi, parkir 3k","Kasap Beach","5.0","losejjs","5 bulan lalu","2025-12-01T15:29:13Z"
"View nya emng sekeren ituu, gk nyesel tracking mayan jauh untuk smpe di spot inii","Kasap Beach","5.0","Pb. Dekorasi","2 bulan lalu","2026-02-24T10:55:16Z"
"Akses jalan mudah. Tiket masuk jadi satu dengan kali cokel. Garis pantainya panjang. Untuk melihat view seperti yang di raja ampat jarus menaiki bukit dan membayar 5 K / orang. Ada cafe yang menghadap pantai juga. Meski panas tapi ada pohon - pohonan di sekitar pantai sebagai peneduh. Toilet berbayar 2 rb. Parkir motor 3 K. Mobil 5 K.","Kasap Beach","4.0","Phiphi","9 bulan lalu","2025-08-22T03:27:53Z"
"Kunjungan 24 Desember 2025.
Kesannya tempat yang baik, menarik, lingkungan cukup ramah, orang orang sekitar juga sangat membantu.
Dari jalan besar utama, letaknya masuk ke dalam jalan kecil. Untuk kendaraan minibus bisa masuk. Tapi untuk kendaraan seperti bus, tersedia area parkir disebrangnya dan pengunjung ditawarkan ojek untuk menuju area pintu masuk goa, karena kalau jalan cukup jauh.
HTM dewasa 20.000, HTM anak 5.000.
Untuk parkir minibus 5.000 dibayar bersamaan dengan tiket. Jadi ketika dipintu masuk goa tidak ada bayar lagi. Dan parkir pun tak usah bayar lagi. Karena sudah bayar di pintu masuk utama.
Parkiran tersedia cukup, tidak terlalu luas. Musholla dan toilet sederhana juga ada di dekat parkiran.
Yang jual minum dan makanan juga banyak tersedia kios didekat parkiran.
Wisata goa ini kan treknya naik turun, sebaiknya tidak untuk pengguna kursi roda. Karena disana pun belum tersedia jalur khusus pengguna kursi roda. Gunakan alas kaki yang nyaman, tidak licin, karena didalam goa ada tetesan air dari stalaktit sehingga membuat genangan air dilantainya.
Perlu stamina yang kuat juga karena akan melewati jalanan yg panjang, naik, turun, dan udara yang panas ketika di dalam goa.
Dimulut goa banyak yang jual kipas tangan 5.000, kipas elektrik 35.000. Ada sewa senter 5.000, yang boleh dibayar ketika selesai tour didalam goa.
Ditawarkan juga jasa pemandu supaya bisa paham tentang sejarah, area, tata letak, makna dan jenis batuan didalam goa. Kalau menurut saya lebih baik gunakan jasa pemandu wisata, karena di dalam goa tidak ada keterangan apapun yang ditempel tentang area, jenis batu dan lain lain. Jadi, kunjungan kita tidak hanya melintas, tapi paham wisata dan sejarahnya.
Ada jasa foto juga kalau mau mengabadikan foto didalam goa. Fotonya bisa langsung di print, 20.000/foto.
Kondisi didalam goa sangat bagus, hati hati melangkah karena ada beberapa jalan yg kurang pencahayaan. Lampu warna warni juga tersedia banyak. Membuat takjub, koq ada ya stalaktit dan stalagmit yang seperti itu.
Kipas blower on, tp suasana masih tetap panas. Untungnya sudah sedia kipas tangan.
Boleh berhenti dimanapun kalau mau foto, lelah atau butuh istirahat, tapi tidak tersedia kursi khusus. Hanya bisa bersender dipagar atau duduk ditangga.
Setelah keluar dari goa, tidak langsung menuju parkiran. Tapi masih harus jalan lagi, cukup jauh dan berkelok melintasi pedagang souvenir dan oleh oleh.
Over all.. bagi kami memuaskan. Anak anak senang, tidak kelelahan. Kalau pun ada hal yang tidak baik ataupun perlu perbaikan, alangkah lebih baik disampaikan pada pengelola atau pihak yang terkait. Agar ke depannya lebih baik lagi dalam segala hal. Untuk pariwisata Indonesia yang lebih terkenal.
Ada yang bisa tunjukkan dimana letak batuan yang bunyinya seperti gong?
Ayo berkunjung dan hilangkan rasa penasarannya.
Terimakasih ❤️","Goa Gong","5.0","ARIANTY","Diedit 4 bulan lalu","2025-12-26T09:19:42Z"
"Menuju goa gong dr kota jalan meleok"" n naik turun tp aspal halus aman utk semua mobil
Harga masuk tiket dewasa 20k, anak 5k, parkir mobil belok kiri naik pas depan pintu kluar goa tp parkiran sempit hanya utk mqx 20an mobil aja
Goanya panjang naik turun, masyaAllah ciptaan Tuhan yg luar biasa
Didepan pintu masuk banyak penyewa kipas n senter, sy pikir sih ga perlu krn di dalam goa sudah ada blower"" dan lampu""
Jalanya basah becek dan tetesan"" air dr atas goa . Tp memberikan kenangan yg luar biasa
Sebelum sampai goa ada jembatan cantik buat foto""
Kluar goa keringetan krn jalanya lumayan","Goa Gong","5.0","eL GiGa","4 bulan lalu","2025-12-29T06:28:46Z"
"Selain terkenal dengan pantai di Pacitan juga banyak wisata goa loh, salah satunya ini.

Goa nya cukup besar dan cukup dalam. Kalo sesuai dengan peta yg saya baca, panjang goa dari mulut sampe ujungnya sekitar 200 meter dengan kedalaman 30 meter. Karena cukup dalam jadi disarankan memiliki badan yg fit karena kamu akan menyusuri banyak sekali anak tangga, bahkan dari parkiran pun harus naik anak tangga terlebih dahulu. Tenang jika lupa bawa air di sini banyak warung.","Goa Gong","5.0","Akip Tsaqif","3 bulan lalu","2026-01-24T11:14:51Z"
"Tempat yang bagus untuk wisata edukasi. Wisata yg terjangkau dengan tiket masuk Rp 20.000 per orang dan parkir motor Rp 2.000. Untuk tempat wisata ini naik turun tangga dan kondisi gelap, hati hati saat melangkah untuk anak2 dan orang tua yang mengunjungi. Disarankan sewa senter harga Rp 5.000, krn menurut saya senter HP belum bisa membantu penerangan untuk berjalan atau melihat batu. Bisa juga memakai pemandu lokal Rp 30.000 untuk mendapat informasi lebih. Saat masuk ada tukang foto yang mengikuti, bila tidak bersedia langsung diinfo saja, bila bersedia akan dibantu foto pakai kamera juga bisa minta tolong pakai HP kita. Untuk foto kamera yg dicetak per lembar Rp 20.000. Saat keluar banyak penjual oleh oleh snack dan aksesoris dengan harga terjangkau. Ada aneka snack Rp 10.000 untuk 3 macam keripik. Aksesoris harga start Rp 10.000.","Goa Gong","5.0","Rahma Sari","4 bulan lalu","2025-12-28T06:47:55Z"
"Hari Jumat 14 November kesana dengan keluarga, sepiiiii bannget. Beririingan dengan kammi hanya ada 2 orang lain.
Goanya indah sekali, masya Allah.
Luar biasa ciptaan Tuhan YME.

Awalnya batu kapur... menjadi batu karang super keras. Ketetesan air terus akhirnya jd marmer.

Fasilitas penunjang perlu diperbaiki dan diperbagus. At least buatlah bersih, wahai para abdi negara yg dibayar oleh rakyat untuk mengurus fasilitas negara.

Sepanjang jalan keluar ada pedagang suvenir. Belilah gelang/kalung/cincin dari batu permata asli berwarna-warni buatan warga setempat. Murah dan bisa ditawar.","Goa Gong","5.0","Meeoowwhhh","6 bulan lalu","2025-11-15T14:05:10Z"
"Salah satu goa yang berukuran cukup besar yang ada di Pacitan, dengan harga tiket 20.000/orang, sewa senter 5.000, sewa guide 30.000. Jaraknya lumayan cukup jauh dari parkiran, melewati beberapa tingkat anak tangga dan jembatan. Di dalam goa, terdapat beberapa pencahayaan pada stalaktit dan stalakmitnya. Lightningnya berwarna warni spt ungu, hijau, merah yang menurut saya malah mengurangi kesan kemegahan dari goa nya.  Penerangan hanya beberapa sisanya cukup gelap, hati-hati dalam melewatinya, meski pun ada ramp besi untuk berpegangan di kanan-kiri tp medan cukup licin. Stalaktit dan stalakmitnya cukup indah dan megah, ukuran goa juga cukup besar dengan beberapa jalur yang curam. Agak susah untuk berfoto di dalam goa karena penerangan yg minim. Untuk perjalanan pulang berbeda dengan awal berangkat. Untuk jalur kepulangan jalur lebih landai dan ramai dengan penjual souvenir dan jajanan hingga akhirnya nanti tembus di pasar dekat parkir mobil","Goa Gong","4.0","Prima D. P","4 bulan lalu","2026-01-02T02:31:37Z"
"Yg saya sayangkan adalah, penempatan penerangan artificial justru mengganggu keindahan stalagtit dan stalakmit itu sendiri.
Yg mau datang kesini jgn terlalu sore, jam 16.00 jam kunjungan di tutup n bawa senter ya.
Tiket masuk sangat terjangkau dan tiket parkir pun sangat murah Rp 5rb/mobil.","Goa Gong","3.0","ahmad hulaimy","4 bulan lalu","2025-12-26T04:31:17Z"
"Goanya besar sekali dan indah dengan lampu warn warni kesanya agak menyeramkan. Menuju ke lokasi mudah dan ada tempat parkir.banyak warung2 berjualan makanan dan minuman dan oleh2 khas pacitan.","Goa Gong","5.0","Tati Suprianty","6 bulan lalu","2025-11-06T03:14:25Z"
"Seneng banget bisa ke sini pas hari biasa, jadi sepi pengunjung. Karena masuk ke dalam Goa Gongnya cukup bikin sesak napas, jadi gak kebayang deh kalau berkunjung pas lagi ramai😂

Goanya indah banget, ditambah lampu-lampu yang ada bikin makin cantik. Makasih banget buat ibu pemandu yang udah guiding saya dan suami. Biaya pemandu juga murah cuma 30 ribu, ditambah sewa senter 5 ribu. Recommended untuk dikunjungi.","Goa Gong","5.0","Saskia Ratry Arsiwie","7 bulan lalu","2025-09-29T15:11:54Z"
"Goa yg sangat indah dan estetik,
Stalagtit dan stalagmit sangat sangat bagus.
Tetapi dibutuhkan stamina buat masuk kedalam, krn turunan dan jalan naek yg lumayan curam, tapi sdh tdk sulit krn sdh dibikin tangga2","Goa Gong","5.0","Indah lestari Ningsih","5 bulan lalu","2025-12-02T02:47:25Z"
"kecewa di tukang fotonya sih,perlembar 20 rb sedangkan untuk cetakan itu tanpa nanya dulu ke kita mau foto yang dimana.total yang di cetak  10 lembar.yang jadi masalah kualitas hasilnya itu kurang memuaskan untuk harga segitu.
untuk kalian yang mau kesini opiniku gausa sewa guide,gausa sewa senter,dan gausa jasa foto.over all untuk yang lainnya bagus dan memuaskan.jajanan serta oleh-oleh terbilang murah","Goa Gong","2.0","prasetya eka","4 bulan lalu","2026-01-18T07:56:25Z"
"Salah satu keajaiban alam yg luar biasa... Amazing

Sebelum masuk disambut oleh orang2 yg menawarkan jasa menyewakan lampu 5.000 dan pemandu wisata 30.000, tidak wajib Lo... Ada juga yg menjual kipas

Saat masuk takjub dengan batuan stalaktit dan stalakmit yg tercipta di 7 ruang... Pokoknya wow

Kekurangannya... Kipas banyak yg mati, padahal pengunjung sedikit, udara terasa panas sekali.

Klo yg ini saya kurang paham... Kenapa ya kok dibuat gelap? Apakah mungkin supaya terkesan alami? Klo saya kok lebih suka dibuat terang ya supaya lebih terlihat... Tapi ini pendapat saya pribadi lo","Goa Gong","4.0","Denny","5 bulan lalu","2025-12-21T00:23:22Z"
"Indah sekali guanya, banyak stalagtit dan stalakmit yang masih aktif disana, ada beberapa mata air aktif juga, untuk masuk disewakan senter dan jasa foto serta pemandu.. sedikit tips Kalau sewa jasa foto anda akan didampingi selama didalam (seperti dipandu) jadi ngga perlu sewa pemandu khusus.. nanti difoto hasilnya bisa diambil diluar plus filenya Dikasih.. jajanan murah2, kerajinan juga murah2 banget.. jauh lebih murah dari sekitaran Jogja","Goa Gong","5.0","Agustinus Agung","4 bulan lalu","2026-01-09T05:22:59Z"
"Pelayanannya ramah. Objeknya bagus. Perlu dipikirkan perbaikan pd bbrp fasilitas yg mulai rusak dan nambahan fasilitas agar ramah pada temen² difabe. Nuwunl","Goa Gong","4.0","muhammad taqiyyuddin","2 bulan lalu","2026-02-28T05:14:27Z"
"Bagus.tapi bikin capek naik turun tangga yg sempit.harus hati2 jalan licin.harus bawa senter","Goa Gong","4.0","sailormoon nia","4 bulan lalu","2026-01-12T07:34:48Z"
"Gua nya cantik, ini kali ke 2 ke sini ajak keluarga besar. Tangganya udah ada yaa di dalam. Kalo mau pake tour guide juga ada beberapa yang menawarkan di pintu masuknya. Jadi better kalo mau tau sejarahnya sekalian pake tour guide. Nah kalo ajak orang tua, misal orang tuanya udah ""sepuh banget"" nunggu di luar aja.. alhamduliah ini bapak mertua sih kuat dan seneng karena baru pertama kali ke sini.","Goa Gong","5.0","santika","5 bulan lalu","2025-12-09T06:46:35Z"
"ini guanya masih asri banget si, masih netes air batuannya, saran kalo kesini kondisi badan kudu fit sama pake baju tipis nyaman dan menyerap keringat, jangan lupa pake deodorant juga, didalem itu pengap sumuk keringetan dan naik turun jadi perhatikan kondisi dan bau badan anda
ganyeselk jauh2 kesini","Goa Gong","5.0","umi arbiati","4 bulan lalu","2025-12-30T11:08:08Z"
"Gua Gong terletak di pacitan ... Tempat gua gong ternyata berada d seberang jalan dari tempat parkiran bus. D parkiran anda akan d tawari ojek motor dengan harga 5 ribu. Namun jika ingin berjalan kaki pun sebenarnya tidak terlalu jauh. Setelah turun dari gua gong anda akan d suguhi pasar batu, oleh² yang menurut saya cukup lengkap. Mulai oleh oleh makanan, baju², aksesoris batu dengan harga terjangkau.","Goa Gong","5.0","Anisa Anggun","5 bulan lalu","2025-12-02T11:04:30Z"
"Wisata Sungai Maroon seru banget buat cari suasana alam yang beda. Airnya tenang dengan warna khas yang unik, view-nya cantik dan fotogenik. Cocok buat santai, foto-foto, atau sekadar menikmati udara segar.
Aksesnya lumayan mudah, area cukup terawat, dan suasananya masih alami. Datang pagi atau sore lebih enak karena nggak terlalu panas.
Overall pengalaman yang menyenangkan, worth it buat dikunjungi kalau lagi pengen short escape dari rutinitas. 🌿📸","Maron River Pacitan","5.0","M Pratama","3 bulan lalu","2026-02-17T03:14:30Z"
"Tempat yang sangat menarik untuk dikunjungi. Sayang dari dini hari sampai siang hari kondisi hujan. Naik perahu tiket 100k untuk perjalanan pergi-pulang. Untuk waktunya +/- 40 menit. Jalan menuju ke lokasi wisata sebagian besar sudah diaspal, meski ada beberapa titik yang kondisi rusak.","Maron River Pacitan","5.0","Edwin Herry Leksmana SA","Diedit 3 bulan lalu","2026-02-16T03:30:05Z"
"Sungai Maron adalah destinasi wisata alam populer yang terletak di Pacitan, Jawa Timur, sering dijuluki sebagai ""Amazon-nya Pacitan"" atau ""Green Canyon Pacitan"" karena pemandangannya yang eksotis.
Sungai ini mengalir hingga bermuara di Pantai Ngiroboyo.
Bagi wisatawan yang ingin kesana, disarankan untuk memakai motor / mobil yang dalam keadaan Vit. Meskipun jalannya mulus, namun banyak tikungan, tanjakan dan turunan yang tajam.
HTM nya 5K/orang, biaya sewa perahu dihitung per perahu (bukan per orang), yaitu 100K max 3 orang dengan jarak tempuh kurang lebih 8 km PP.
Guide yang ramah, bisa bantu buat fotoin kita, dan pemandangan yang indah sepanjang sungai membuat sungai Maron ini recommended buat dicoba ✅","Maron River Pacitan","5.0","Ayda listianti","4 bulan lalu","2026-01-07T01:02:21Z"
"Kesana waktu libur natal dan tahun baru kemarin...
Pas malam nya hujan deras.. jd sungai warna coklat.. arus air lumayan kencang...

Harga 100rb per perahu
Bapak2 komunikatif sekali...
Walau ramae tp ttp cepet .. karna prahunya banyak

Semoga bisa ke sana lagi
Oh iya makanan dan minuman harga terjangkau","Maron River Pacitan","4.0","lina al","4 bulan lalu","2026-01-11T02:53:18Z"
"Seru traveling kelokasi ini, cuman sayangnya saya kesini pas hujan sdh 2hr dan dr semalaman nga berenti2 sehingga warna air sungainya jadi coklat dan keruh, tp Alhamdulillah ada spot sungai yg masih berwarna hijaunya dan tempatnya agak tersembunyi utk bpk yg bawa perahunya mau diajak ke area tsb. Dan yg terpenting bisa nyenengin istri dan anak. Smoga next bisa kesini lg dgn suasana air sungai Maronnya yg terkenal berwarna hijau yg bening","Maron River Pacitan","5.0","Deden","3 bulan lalu","2026-02-02T05:11:26Z"
"Sungainya bersih dan tenang...bagus utk acara susur sungai. Naik kapal utk 4 orang . Per kapal 100 rb. Selama 1 jam lebih. Seru dan mengasyikkan 😉","Maron River Pacitan","5.0","Sawitri Hidayati","3 bulan lalu","2026-02-09T11:03:02Z"
"Wisata susur sungai yang asik, nyantai, sama adem. Harga sewa per perahu relatif terjangkau buat track yang lumayan panjang. Waktu dateng ke sana langsung naik, ga pake antri. Ada fasilitas pelampung juga buat keamanan. Pengalaman ke sana jujur puas. Cuacanya cerah jadi airnya lumayan jernih.
Kalo ada masukan mungkin buat prasarana. Kamar mandi bisa dibuat lebih bersih sama terang. Warung makan juga bisa lebih rapi lagi. Tapi overall puas main di sini","Maron River Pacitan","5.0","Atikah Nur Putranto","4 bulan lalu","2026-01-02T23:05:23Z"
"- HTM 5000/orang
- aktivitasnya cuman naik kapal trus ngikutin aliran sungai ke laut. tapi kapalnya ga sampe laut yaa
- pakai rompi pelampung
- 1 kapal isi max 5 orang
- perjalanan ±30 menit
- ada oleh2 khas seperti minyak kelapa, blondo kelapa, gula kelapa, gula aren, dan buah kelapa.","Maron River Pacitan","4.0","Delta Safira","4 bulan lalu","2025-12-27T01:37:31Z"
"Kesana oas musim hujan, jadi airnya kecoklatan tdk hijau spt musim kemarau. Naek perahu dg @ 25 k, lumayan lama sekitar 30-45 mnt an,cukup menyegarkan dg pemandangan pohon kelapa yg hijau disekitaran sungai,","Maron River Pacitan","5.0","Indah lestari Ningsih","5 bulan lalu","2025-12-02T03:00:55Z"
"Ke sini untuk kedua kalinya, dulu pas masih SMP wkwk sekarang udah SMP plus2 20 tahun 🤣 tempatnya masih indah.. 100k buat sewa kapal bisa untuk 4 orang (kalo ga salah inget) kemarin ke sana pas libur lebaran 2025. Aku kira bakal ruame banget, tapi ternyata masih ok.. semoga makin terkenal tempat2 wisata pacitan. Oyaaa rekomendasi ke sana siang hari meski panas2 tapi langitnya biru. Aku ke sana terlalu sore jadi ga dapet biru banget langitnya","Maron River Pacitan","5.0","santika","5 bulan lalu","2025-12-09T06:50:48Z"
"Sungai Maron adalah salah satu destinasi wisata alam yang sangat populer di Pacitan, Jawa Timur, yang sering dijuluki sebagai ""Amazon-nya Jawa Timur"" atau ""Green Canyon Pacitan"" karena keindahannya.
​Berikut adalah informasi lengkap tentang Sungai Maron:
​Daya Tarik Utama
​Susur Sungai Ala Amazon: Aktivitas utama di sini adalah menyusuri sungai sejauh sekitar 4,5 kilometer menggunakan perahu kayu bermesin. Perjalanan ini memakan waktu sekitar 45 menit hingga satu jam pulang-pergi.
​Pemandangan Alam yang Eksotis: Sepanjang perjalanan, Anda akan disuguhi panorama hutan tropis yang rimbun, pohon kelapa di sepanjang tepian sungai, dan air sungai yang sangat jernih berwarna biru kehijauan. Suasananya sejuk dan asri.
​Berujung di Pantai: Aliran Sungai Maron bermuara langsung di Pantai Ngiroboyo. Wisatawan biasanya bisa turun sejenak untuk menikmati pantai sebelum kembali ke dermaga.
​Spot Foto Instagramable: Terdapat ayunan yang diikatkan di batang pohon besar di tepi sungai, menjadi salah satu spot foto favorit bagi wisatawan.
​Lokasi dan Rute
​Lokasi: Sungai Maron berlokasi di Dusun Maron, Desa Dersono, Kecamatan Pringkuku, Kabupaten Pacitan, Jawa Timur.
​Jarak: Sekitar 24-40 kilometer dari Alun-Alun Kota Pacitan, dengan estimasi waktu perjalanan sekitar 50 menit.
​Informasi Praktis","Maron River Pacitan","5.0","YAN AJI","6 bulan lalu","2025-10-26T12:30:39Z"
"Sungai yang lebar serta waktu tempuh(naik perahu) yang terbilang cukup/pas sesuai keinginan. Pemandangan yang asri dikelilingi pohon dan bukit. Ombak sungai yang tidak terlalu bergejolak, serta air yang jernih","Maron River Pacitan","5.0","Mahogra Daniswara","4 bulan lalu","2026-01-06T04:58:46Z"
"Awalnya iseng² lihat gmaps wisata yang dekat dari desa orangtua, ketemulah sungai maron. Wisata perahu memberikan Pengalaman yang menyenangkan buat keluarga terutama anak². Pemandangan yang indah, juga sisi keamanannya begitu diperhatikan.","Maron River Pacitan","5.0","Agung Prasetyo","4 bulan lalu","2026-01-06T08:24:14Z"
"Wisata Sungai Maron Pacitan benar-benar kasih pengalaman yang berkesan. Pemandangan sepanjang sungai indah banget, suasananya adem, tenang, dan cocok buat santai. Susur sungainya terasa nyantai dengan jalur yang cukup panjang, apalagi saat cuaca cerah airnya terlihat cukup jernih.

Biaya masuk terbilang terjangkau. Tiket masuk wisata IDR 10.000 per orang, lalu sewa perahu IDR 100.000 per kapal. Setiap perahu sudah dilengkapi pelampung, jadi cukup aman. Saat datang juga bisa langsung naik tanpa antre panjang.

Catatan kecilnya ada di bagian pengelolaan. Area parkir masih terbatas, lalu belum ada alur antrean yang jelas untuk pembelian tiket dan pengambilan pelampung, jadi terkesan semrawut. Fasilitas pendukung seperti kamar mandi bisa dibuat lebih bersih dan terang, dan warung makan akan lebih nyaman kalau ditata lebih rapi.","Maron River Pacitan","5.0","Don T. Beakunt","4 bulan lalu","2026-01-12T03:35:35Z"
"baguss bangett, jalannya juga mudah diakses, airnya jernih, viewnyaa cantikkk bgttt, tahun baru kemaren kesana sama cowo aku, guide nya juga ramah, bonus pinter ngefotoin wkwk🥰","Maron River Pacitan","5.0","Helen Natalia","3 bulan lalu","2026-01-31T03:07:10Z"
"kesini krna nyari tempat wisata yg deket pantai klayar,asli klo siang ini panas bgt,mau naik perahu harus antri,next time mau kesini cobain naik perahu","Maron River Pacitan","5.0","Silvi indriyani","3 bulan lalu","2026-02-02T07:09:06Z"
"Aaaaaa bikin candu sungai ini..suka banget.

Pokoknya jangan sampai dilewatkan ya untuk visit disini.
Oh ya untuk sewa perahunya hanya 100rb aja bisa dinaikin sampai 4org. Ada sewa topi juga hanya 5rb. Pelampung juga disediakan kok. Muraaaahkan..

Toilet bersih.
Untuk warung ada kok.","Maron River Pacitan","5.0","Iim Imah","8 bulan lalu","2025-08-29T11:33:57Z"
"mungkin krn datang pas musim hujan warna air nya cukup keruh, trek nya tidak sampai laut tidak seperti kali cokel, kapal menggunakan tenaga gas elpigi jadi tidak sekencang yg pakai mesin kapal beneran, sempet macet juga sebentar krn kendala lpg nya yg entah kenapa","Maron River Pacitan","5.0","Frans de Putra","5 bulan lalu","2025-12-08T03:27:35Z"
"Tempat yg aman bagi kapal2 nelayan untuk berlindung dari ganasnya badai laut selatan,apalagi di bulan Desember seperti ini","Tlk. Pacitan","5.0","Muhammad Rauhi","3 tahun lalu","2022-12-28T03:51:19Z"
"Kabupaten pacitan salah satu destinasti
Keluarga yg paling enak berbagai mcm pantainya yg indah goa goanya yg menawan.benr bnr ok tpi sayang pemerintah setempt kurang memperhatikan sarana dan prasarana seperti angkutan umum yg sangt susah.padahal klo di luhat dri infrastrukturnya sangt memadai jln jln ke ds pun sudah di aspal","Tlk. Pacitan","5.0","aris ahmad manaf","4 tahun lalu","2021-10-16T07:55:18Z"
"Teluk Pacitan, salah satu teluk di Kabupaten Pacitan-Jawa Timur. Pada garis pantainya yang membentang berderet pantai nan eksotik: Pantai Tamperan, Pantai Teleng Ria, Pantai Pancer, dan Pantai Delon.","Tlk. Pacitan","5.0","3 3","8 tahun lalu","2017-06-25T06:10:22Z"
"Tempat nyaman untuk berbuka puasa.
Seandainya bisa menjadi lebih bersih","Tlk. Pacitan","4.0","Rochmad Wengker Kidul","8 tahun lalu","2017-06-17T20:48:21Z"
"Pantai untuk selancar dgn ombak yg menantang","Tlk. Pacitan","5.0","wahyu eko","7 tahun lalu","2018-10-18T19:02:07Z"
"Daerah tujuan wisata laut","Tlk. Pacitan","4.0","Denrekso69","7 tahun lalu","2018-09-29T14:42:52Z"
"Bagus. Untuk refresing keluarga","Tlk. Pacitan","5.0","Agus Suud","8 tahun lalu","2017-06-28T02:03:24Z"
"👍👍👍","Tlk. Pacitan","5.0","Htf Group","Diedit 8 tahun lalu","2018-02-14T12:45:45Z"
"Liburan kesini aja","Tlk. Pacitan","5.0","bagus yani","7 tahun lalu","2018-11-08T13:16:23Z"
"Nice view 👍","Tlk. Pacitan","5.0","Herning Sinta Widhi Wijayanti","6 tahun lalu","2019-09-15T15:39:31Z"
"ok","Tlk. Pacitan","5.0","blegoh rolis","7 tahun lalu","2019-03-16T13:52:38Z"
"Nice","Tlk. Pacitan","4.0","reca pratama","8 tahun lalu","2018-05-03T13:10:04Z"
"","Tlk. Pacitan","5.0","Yudhie Cikal","sebulan lalu","2026-04-16T23:53:29Z"
"","Tlk. Pacitan","5.0","Reni Shofianti","2 tahun lalu","2023-05-25T06:13:37Z"
"","Tlk. Pacitan","1.0","Zhaki Saputra","3 tahun lalu","2023-01-29T21:51:10Z"
"","Tlk. Pacitan","5.0","adhie arnidhie","4 tahun lalu","2021-12-28T16:37:00Z"
